SYMBOL,description,go_id
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0007420
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0045777
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0008344
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0001966
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0043353
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0043153
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0007623
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0045893
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0044325
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0051216
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0045600
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0014034
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0043433
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0045668
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0003415
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0090398
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0048667
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0042752
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0045651
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0032922
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0045475
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0071285
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0071773
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0014003
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0007507
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0090300
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0061031
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0035108
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:2000178
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0000122
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0032991
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0010629
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0045578
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0014029
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0005829
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0021772
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:2000045
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0071158
ID2,"inhibitor of DNA binding 2, HLH protein [Source:NCBI gene;Acc:395852]",GO:0060612
IDE,insulin degrading enzyme [Source:NCBI gene;Acc:423814],GO:0005634
IDE,insulin degrading enzyme [Source:NCBI gene;Acc:423814],GO:0009986
IDE,insulin degrading enzyme [Source:NCBI gene;Acc:423814],GO:0005782
IDE,insulin degrading enzyme [Source:NCBI gene;Acc:423814],GO:0004222
IDE,insulin degrading enzyme [Source:NCBI gene;Acc:423814],GO:0005737
IDE,insulin degrading enzyme [Source:NCBI gene;Acc:423814],GO:0006508
IDE,insulin degrading enzyme [Source:NCBI gene;Acc:423814],GO:0046872
IDE,insulin degrading enzyme [Source:NCBI gene;Acc:423814],GO:1901143
IDE,insulin degrading enzyme [Source:NCBI gene;Acc:423814],GO:0005524
IDE,insulin degrading enzyme [Source:NCBI gene;Acc:423814],GO:0016323
IDE,insulin degrading enzyme [Source:NCBI gene;Acc:423814],GO:0010815
IDE,insulin degrading enzyme [Source:NCBI gene;Acc:423814],GO:0008340
IDE,insulin degrading enzyme [Source:NCBI gene;Acc:423814],GO:0009897
IDE,insulin degrading enzyme [Source:NCBI gene;Acc:423814],GO:1903715
IDE,insulin degrading enzyme [Source:NCBI gene;Acc:423814],GO:0150094
IDE,insulin degrading enzyme [Source:NCBI gene;Acc:423814],GO:0010992
IDE,insulin degrading enzyme [Source:NCBI gene;Acc:423814],GO:0005777
IDE,insulin degrading enzyme [Source:NCBI gene;Acc:423814],GO:0097242
IDE,insulin degrading enzyme [Source:NCBI gene;Acc:423814],GO:0044257
IDE,insulin degrading enzyme [Source:NCBI gene;Acc:423814],GO:0140036
IDE,insulin degrading enzyme [Source:NCBI gene;Acc:423814],GO:0005739
IDE,insulin degrading enzyme [Source:NCBI gene;Acc:423814],GO:0005829
IDE,insulin degrading enzyme [Source:NCBI gene;Acc:423814],GO:0005615
IDE,insulin degrading enzyme [Source:NCBI gene;Acc:423814],GO:0051603
IDE,insulin degrading enzyme [Source:NCBI gene;Acc:423814],GO:0050435
IDE,insulin degrading enzyme [Source:NCBI gene;Acc:423814],GO:1901142
IDE,insulin degrading enzyme [Source:NCBI gene;Acc:423814],GO:0042803
IDE,insulin degrading enzyme [Source:NCBI gene;Acc:423814],GO:0042447
IDE,insulin degrading enzyme [Source:NCBI gene;Acc:423814],GO:0032092
IDE,insulin degrading enzyme [Source:NCBI gene;Acc:423814],GO:0008270
IDE,insulin degrading enzyme [Source:NCBI gene;Acc:423814],GO:0003824
IDE,insulin degrading enzyme [Source:NCBI gene;Acc:423814],GO:0043171
IDE,insulin degrading enzyme [Source:NCBI gene;Acc:423814],GO:0005623
IDE,insulin degrading enzyme [Source:NCBI gene;Acc:423814],GO:0019885
IDE,insulin degrading enzyme [Source:NCBI gene;Acc:423814],GO:0051260
IDE,insulin degrading enzyme [Source:NCBI gene;Acc:423814],GO:0043559
IDE,insulin degrading enzyme [Source:NCBI gene;Acc:423814],GO:0042277
IDE,insulin degrading enzyme [Source:NCBI gene;Acc:423814],GO:0004175
IGFBP1,insulin like growth factor binding protein 1 [Source:NCBI gene;Acc:408027],GO:0005794
IGFBP1,insulin like growth factor binding protein 1 [Source:NCBI gene;Acc:408027],GO:0005520
IGFBP1,insulin like growth factor binding protein 1 [Source:NCBI gene;Acc:408027],GO:0031994
IGFBP1,insulin like growth factor binding protein 1 [Source:NCBI gene;Acc:408027],GO:0005615
IGFBP1,insulin like growth factor binding protein 1 [Source:NCBI gene;Acc:408027],GO:0031995
IGFBP1,insulin like growth factor binding protein 1 [Source:NCBI gene;Acc:408027],GO:0005576
IGFBP1,insulin like growth factor binding protein 1 [Source:NCBI gene;Acc:408027],GO:0043567
IGFBP2,insulin like growth factor binding protein 2 [Source:NCBI gene;Acc:396315],GO:0005520
IGFBP2,insulin like growth factor binding protein 2 [Source:NCBI gene;Acc:396315],GO:0031995
IGFBP2,insulin like growth factor binding protein 2 [Source:NCBI gene;Acc:396315],GO:0042104
IGFBP2,insulin like growth factor binding protein 2 [Source:NCBI gene;Acc:396315],GO:0031994
IGFBP2,insulin like growth factor binding protein 2 [Source:NCBI gene;Acc:396315],GO:0005576
IGFBP2,insulin like growth factor binding protein 2 [Source:NCBI gene;Acc:396315],GO:0005615
IGFBP2,insulin like growth factor binding protein 2 [Source:NCBI gene;Acc:396315],GO:0043567
IGFBP5,insulin like growth factor binding protein 5 [Source:NCBI gene;Acc:424220],GO:1904754
IGFBP5,insulin like growth factor binding protein 5 [Source:NCBI gene;Acc:424220],GO:0001558
IGFBP5,insulin like growth factor binding protein 5 [Source:NCBI gene;Acc:424220],GO:0043567
IGFBP5,insulin like growth factor binding protein 5 [Source:NCBI gene;Acc:424220],GO:0048662
IGFBP5,insulin like growth factor binding protein 5 [Source:NCBI gene;Acc:424220],GO:0031995
IGFBP5,insulin like growth factor binding protein 5 [Source:NCBI gene;Acc:424220],GO:1904205
IGFBP5,insulin like growth factor binding protein 5 [Source:NCBI gene;Acc:424220],GO:0005576
IGFBP5,insulin like growth factor binding protein 5 [Source:NCBI gene;Acc:424220],GO:0051897
IGFBP5,insulin like growth factor binding protein 5 [Source:NCBI gene;Acc:424220],GO:0042567
IGFBP5,insulin like growth factor binding protein 5 [Source:NCBI gene;Acc:424220],GO:0048286
IGFBP5,insulin like growth factor binding protein 5 [Source:NCBI gene;Acc:424220],GO:0017148
IGFBP5,insulin like growth factor binding protein 5 [Source:NCBI gene;Acc:424220],GO:0030336
IGFBP5,insulin like growth factor binding protein 5 [Source:NCBI gene;Acc:424220],GO:1904707
IGFBP5,insulin like growth factor binding protein 5 [Source:NCBI gene;Acc:424220],GO:0031994
IGFBP5,insulin like growth factor binding protein 5 [Source:NCBI gene;Acc:424220],GO:0071320
IGFBP5,insulin like growth factor binding protein 5 [Source:NCBI gene;Acc:424220],GO:0042593
IGFBP5,insulin like growth factor binding protein 5 [Source:NCBI gene;Acc:424220],GO:0044342
IGFBP5,insulin like growth factor binding protein 5 [Source:NCBI gene;Acc:424220],GO:0001649
IGFBP5,insulin like growth factor binding protein 5 [Source:NCBI gene;Acc:424220],GO:0045926
IGFBP5,insulin like growth factor binding protein 5 [Source:NCBI gene;Acc:424220],GO:0014912
IGFBP5,insulin like growth factor binding protein 5 [Source:NCBI gene;Acc:424220],GO:0001968
IGFBP5,insulin like growth factor binding protein 5 [Source:NCBI gene;Acc:424220],GO:0071407
IGFBP5,insulin like growth factor binding protein 5 [Source:NCBI gene;Acc:424220],GO:0045668
IGFBP5,insulin like growth factor binding protein 5 [Source:NCBI gene;Acc:424220],GO:0043568
IGFBP5,insulin like growth factor binding protein 5 [Source:NCBI gene;Acc:424220],GO:0040008
IGFBP5,insulin like growth factor binding protein 5 [Source:NCBI gene;Acc:424220],GO:0005520
IGFBP5,insulin like growth factor binding protein 5 [Source:NCBI gene;Acc:424220],GO:0051146
IGFBP5,insulin like growth factor binding protein 5 [Source:NCBI gene;Acc:424220],GO:1901862
IGFBP5,insulin like growth factor binding protein 5 [Source:NCBI gene;Acc:424220],GO:0043569
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:0051045
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:0051091
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:0050728
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:0045944
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:0006955
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:0002740
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:0008285
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:0045893
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:0050715
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:0005615
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:0030886
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:0010468
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:0035729
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:0005125
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:1903672
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:0034115
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:0046983
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:0032720
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:0032800
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:0045019
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:0045077
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:0007165
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:0002237
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:0071222
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:0042742
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:1902895
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:0032695
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:0032715
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:0010507
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:0002904
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:0002875
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:0032689
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:0002826
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:0030889
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:0005576
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:1903034
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:1904706
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:0045348
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:0060302
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:1903208
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:0001938
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:0045347
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:0042832
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:0001818
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:0045787
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:0046427
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:2000352
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:0051384
IL10,interleukin 10 [Source:NCBI gene;Acc:428264],GO:0006954
IL15,interleukin 15 [Source:NCBI gene;Acc:395258],GO:0035723
IL15,interleukin 15 [Source:NCBI gene;Acc:395258],GO:0001866
IL15,interleukin 15 [Source:NCBI gene;Acc:395258],GO:0030225
IL15,interleukin 15 [Source:NCBI gene;Acc:395258],GO:0007260
IL15,interleukin 15 [Source:NCBI gene;Acc:395258],GO:0005615
IL15,interleukin 15 [Source:NCBI gene;Acc:395258],GO:0045062
IL15,interleukin 15 [Source:NCBI gene;Acc:395258],GO:0005125
IL15,interleukin 15 [Source:NCBI gene;Acc:395258],GO:0050731
IL15,interleukin 15 [Source:NCBI gene;Acc:395258],GO:0016607
IL15,interleukin 15 [Source:NCBI gene;Acc:395258],GO:0048469
IL15,interleukin 15 [Source:NCBI gene;Acc:395258],GO:0120163
IL15,interleukin 15 [Source:NCBI gene;Acc:395258],GO:0042119
IL15,interleukin 15 [Source:NCBI gene;Acc:395258],GO:0005126
IL15,interleukin 15 [Source:NCBI gene;Acc:395258],GO:0006955
IL15,interleukin 15 [Source:NCBI gene;Acc:395258],GO:0045580
IL15,interleukin 15 [Source:NCBI gene;Acc:395258],GO:0005576
IL15,interleukin 15 [Source:NCBI gene;Acc:395258],GO:0032825
IL15,interleukin 15 [Source:NCBI gene;Acc:395258],GO:0050778
IL15,interleukin 15 [Source:NCBI gene;Acc:395258],GO:0042102
IL15,interleukin 15 [Source:NCBI gene;Acc:395258],GO:0032740
IL15,interleukin 15 [Source:NCBI gene;Acc:395258],GO:0048535
IL15,interleukin 15 [Source:NCBI gene;Acc:395258],GO:0050766
IL15,interleukin 15 [Source:NCBI gene;Acc:395258],GO:0050691
IL15,interleukin 15 [Source:NCBI gene;Acc:395258],GO:0005829
IL15,interleukin 15 [Source:NCBI gene;Acc:395258],GO:0005654
IL15,interleukin 15 [Source:NCBI gene;Acc:395258],GO:0032819
IL15,interleukin 15 [Source:NCBI gene;Acc:395258],GO:0005737
IL15,interleukin 15 [Source:NCBI gene;Acc:395258],GO:1904100
IL7,interleukin 7 [Source:NCBI gene;Acc:420193],GO:0005576
IL7,interleukin 7 [Source:NCBI gene;Acc:420193],GO:0002360
IL7,interleukin 7 [Source:NCBI gene;Acc:420193],GO:0007165
IL7,interleukin 7 [Source:NCBI gene;Acc:420193],GO:0005125
IL7,interleukin 7 [Source:NCBI gene;Acc:420193],GO:0043086
IL7,interleukin 7 [Source:NCBI gene;Acc:420193],GO:0008083
IL7,interleukin 7 [Source:NCBI gene;Acc:420193],GO:0010628
IL7,interleukin 7 [Source:NCBI gene;Acc:420193],GO:0030890
IL7,interleukin 7 [Source:NCBI gene;Acc:420193],GO:0006955
IL7,interleukin 7 [Source:NCBI gene;Acc:420193],GO:0048873
IL7,interleukin 7 [Source:NCBI gene;Acc:420193],GO:0050730
IL7,interleukin 7 [Source:NCBI gene;Acc:420193],GO:2001237
IL7,interleukin 7 [Source:NCBI gene;Acc:420193],GO:2001240
IL7,interleukin 7 [Source:NCBI gene;Acc:420193],GO:0005615
IL7,interleukin 7 [Source:NCBI gene;Acc:420193],GO:0010468
IL7,interleukin 7 [Source:NCBI gene;Acc:420193],GO:0045579
IL7,interleukin 7 [Source:NCBI gene;Acc:420193],GO:0045582
IL7,interleukin 7 [Source:NCBI gene;Acc:420193],GO:0046622
IL7,interleukin 7 [Source:NCBI gene;Acc:420193],GO:0045453
IL7,interleukin 7 [Source:NCBI gene;Acc:420193],GO:0005139
ILK,integrin linked kinase [Source:NCBI gene;Acc:374018],GO:0005925
ILK,integrin linked kinase [Source:NCBI gene;Acc:374018],GO:0010761
ILK,integrin linked kinase [Source:NCBI gene;Acc:374018],GO:0005829
ILK,integrin linked kinase [Source:NCBI gene;Acc:374018],GO:2000178
ILK,integrin linked kinase [Source:NCBI gene;Acc:374018],GO:0034446
ILK,integrin linked kinase [Source:NCBI gene;Acc:374018],GO:0030054
ILK,integrin linked kinase [Source:NCBI gene;Acc:374018],GO:0016301
ILK,integrin linked kinase [Source:NCBI gene;Acc:374018],GO:0090263
ILK,integrin linked kinase [Source:NCBI gene;Acc:374018],GO:0005654
ILK,integrin linked kinase [Source:NCBI gene;Acc:374018],GO:0030030
ILK,integrin linked kinase [Source:NCBI gene;Acc:374018],GO:0045893
ILK,integrin linked kinase [Source:NCBI gene;Acc:374018],GO:0014044
ILK,integrin linked kinase [Source:NCBI gene;Acc:374018],GO:0021675
ILK,integrin linked kinase [Source:NCBI gene;Acc:374018],GO:0016310
ILK,integrin linked kinase [Source:NCBI gene;Acc:374018],GO:0045669
ILK,integrin linked kinase [Source:NCBI gene;Acc:374018],GO:1901224
ILK,integrin linked kinase [Source:NCBI gene;Acc:374018],GO:0007229
ILK,integrin linked kinase [Source:NCBI gene;Acc:374018],GO:0043491
ILK,integrin linked kinase [Source:NCBI gene;Acc:374018],GO:0006468
ILK,integrin linked kinase [Source:NCBI gene;Acc:374018],GO:0042327
ILK,integrin linked kinase [Source:NCBI gene;Acc:374018],GO:0030027
ILK,integrin linked kinase [Source:NCBI gene;Acc:374018],GO:0008284
ILK,integrin linked kinase [Source:NCBI gene;Acc:374018],GO:0004674
ILK,integrin linked kinase [Source:NCBI gene;Acc:374018],GO:0001658
ILK,integrin linked kinase [Source:NCBI gene;Acc:374018],GO:0022011
ILK,integrin linked kinase [Source:NCBI gene;Acc:374018],GO:0019901
ILK,integrin linked kinase [Source:NCBI gene;Acc:374018],GO:0005524
ILK,integrin linked kinase [Source:NCBI gene;Acc:374018],GO:0030513
ILK,integrin linked kinase [Source:NCBI gene;Acc:374018],GO:0033209
ILK,integrin linked kinase [Source:NCBI gene;Acc:374018],GO:0018105
ILK,integrin linked kinase [Source:NCBI gene;Acc:374018],GO:0004672
ILK,integrin linked kinase [Source:NCBI gene;Acc:374018],GO:0009967
ILK,integrin linked kinase [Source:NCBI gene;Acc:374018],GO:0045197
ILK,integrin linked kinase [Source:NCBI gene;Acc:374018],GO:0003151
ILK,integrin linked kinase [Source:NCBI gene;Acc:374018],GO:0001934
ILK,integrin linked kinase [Source:NCBI gene;Acc:374018],GO:0005515
ING2,inhibitor of growth family member 2 [Source:NCBI gene;Acc:422553],GO:0030511
ING2,inhibitor of growth family member 2 [Source:NCBI gene;Acc:422553],GO:0016602
ING2,inhibitor of growth family member 2 [Source:NCBI gene;Acc:422553],GO:0035064
ING2,inhibitor of growth family member 2 [Source:NCBI gene;Acc:422553],GO:0072520
ING2,inhibitor of growth family member 2 [Source:NCBI gene;Acc:422553],GO:2001234
ING2,inhibitor of growth family member 2 [Source:NCBI gene;Acc:422553],GO:0003682
ING2,inhibitor of growth family member 2 [Source:NCBI gene;Acc:422553],GO:0046872
ING2,inhibitor of growth family member 2 [Source:NCBI gene;Acc:422553],GO:0005634
ING2,inhibitor of growth family member 2 [Source:NCBI gene;Acc:422553],GO:0005794
ING2,inhibitor of growth family member 2 [Source:NCBI gene;Acc:422553],GO:0016580
ING2,inhibitor of growth family member 2 [Source:NCBI gene;Acc:422553],GO:0048133
ING2,inhibitor of growth family member 2 [Source:NCBI gene;Acc:422553],GO:0006355
ING2,inhibitor of growth family member 2 [Source:NCBI gene;Acc:422553],GO:0007141
ING2,inhibitor of growth family member 2 [Source:NCBI gene;Acc:422553],GO:0008285
ING2,inhibitor of growth family member 2 [Source:NCBI gene;Acc:422553],GO:2000772
ING2,inhibitor of growth family member 2 [Source:NCBI gene;Acc:422553],GO:0005886
ING2,inhibitor of growth family member 2 [Source:NCBI gene;Acc:422553],GO:0031065
ING2,inhibitor of growth family member 2 [Source:NCBI gene;Acc:422553],GO:0030317
ING2,inhibitor of growth family member 2 [Source:NCBI gene;Acc:422553],GO:0045893
ING2,inhibitor of growth family member 2 [Source:NCBI gene;Acc:422553],GO:0044877
ING2,inhibitor of growth family member 2 [Source:NCBI gene;Acc:422553],GO:0005829
ING2,inhibitor of growth family member 2 [Source:NCBI gene;Acc:422553],GO:0007283
ING2,inhibitor of growth family member 2 [Source:NCBI gene;Acc:422553],GO:0005654
ING2,inhibitor of growth family member 2 [Source:NCBI gene;Acc:422553],GO:0035091
ING2,inhibitor of growth family member 2 [Source:NCBI gene;Acc:422553],GO:0042981
ING2,inhibitor of growth family member 2 [Source:NCBI gene;Acc:422553],GO:0006325
ING2,inhibitor of growth family member 2 [Source:NCBI gene;Acc:422553],GO:0003677
ING2,inhibitor of growth family member 2 [Source:NCBI gene;Acc:422553],GO:0007286
INPP5D,inositol polyphosphate-5-phosphatase D [Source:NCBI gene;Acc:424745],GO:0045579
INPP5D,inositol polyphosphate-5-phosphatase D [Source:NCBI gene;Acc:424745],GO:0045656
INPP5D,inositol polyphosphate-5-phosphatase D [Source:NCBI gene;Acc:424745],GO:0005829
INPP5D,inositol polyphosphate-5-phosphatase D [Source:NCBI gene;Acc:424745],GO:0045648
INPP5D,inositol polyphosphate-5-phosphatase D [Source:NCBI gene;Acc:424745],GO:0050777
INPP5D,inositol polyphosphate-5-phosphatase D [Source:NCBI gene;Acc:424745],GO:0030853
INPP5D,inositol polyphosphate-5-phosphatase D [Source:NCBI gene;Acc:424745],GO:0045779
INPP5D,inositol polyphosphate-5-phosphatase D [Source:NCBI gene;Acc:424745],GO:0046856
INPP5D,inositol polyphosphate-5-phosphatase D [Source:NCBI gene;Acc:424745],GO:0045409
INPP5D,inositol polyphosphate-5-phosphatase D [Source:NCBI gene;Acc:424745],GO:0030889
INPP5D,inositol polyphosphate-5-phosphatase D [Source:NCBI gene;Acc:424745],GO:0035556
INPP5D,inositol polyphosphate-5-phosphatase D [Source:NCBI gene;Acc:424745],GO:0016787
INPP5D,inositol polyphosphate-5-phosphatase D [Source:NCBI gene;Acc:424745],GO:0008340
INPP5D,inositol polyphosphate-5-phosphatase D [Source:NCBI gene;Acc:424745],GO:0043065
INPP5D,inositol polyphosphate-5-phosphatase D [Source:NCBI gene;Acc:424745],GO:0045659
INPP5D,inositol polyphosphate-5-phosphatase D [Source:NCBI gene;Acc:424745],GO:0045671
INPP5D,inositol polyphosphate-5-phosphatase D [Source:NCBI gene;Acc:424745],GO:0045621
INPP5D,inositol polyphosphate-5-phosphatase D [Source:NCBI gene;Acc:424745],GO:0016064
INPP5D,inositol polyphosphate-5-phosphatase D [Source:NCBI gene;Acc:424745],GO:0009968
INPP5D,inositol polyphosphate-5-phosphatase D [Source:NCBI gene;Acc:424745],GO:0050869
IPCEF1,interaction protein for cytohesin exchange factors 1 [Source:NCBI gene;Acc:421645],
IREB2,iron responsive element binding protein 2 [Source:NCBI gene;Acc:427490],GO:0005623
IREB2,iron responsive element binding protein 2 [Source:NCBI gene;Acc:427490],GO:0006879
IREB2,iron responsive element binding protein 2 [Source:NCBI gene;Acc:427490],GO:0034101
IREB2,iron responsive element binding protein 2 [Source:NCBI gene;Acc:427490],GO:0006099
IREB2,iron responsive element binding protein 2 [Source:NCBI gene;Acc:427490],GO:0051536
IREB2,iron responsive element binding protein 2 [Source:NCBI gene;Acc:427490],GO:0005829
IREB2,iron responsive element binding protein 2 [Source:NCBI gene;Acc:427490],GO:0006782
IREB2,iron responsive element binding protein 2 [Source:NCBI gene;Acc:427490],GO:0010468
IREB2,iron responsive element binding protein 2 [Source:NCBI gene;Acc:427490],GO:0003723
IREB2,iron responsive element binding protein 2 [Source:NCBI gene;Acc:427490],GO:0055072
IREB2,iron responsive element binding protein 2 [Source:NCBI gene;Acc:427490],GO:0017148
IREB2,iron responsive element binding protein 2 [Source:NCBI gene;Acc:427490],GO:0030371
IREB2,iron responsive element binding protein 2 [Source:NCBI gene;Acc:427490],GO:0009791
IREB2,iron responsive element binding protein 2 [Source:NCBI gene;Acc:427490],GO:0006101
IREB2,iron responsive element binding protein 2 [Source:NCBI gene;Acc:427490],GO:0030316
IREB2,iron responsive element binding protein 2 [Source:NCBI gene;Acc:427490],GO:0030350
IREB2,iron responsive element binding protein 2 [Source:NCBI gene;Acc:427490],GO:0006417
IREB2,iron responsive element binding protein 2 [Source:NCBI gene;Acc:427490],GO:0003994
IREB2,iron responsive element binding protein 2 [Source:NCBI gene;Acc:427490],GO:0005739
IREB2,iron responsive element binding protein 2 [Source:NCBI gene;Acc:427490],GO:0005737
IREB2,iron responsive element binding protein 2 [Source:NCBI gene;Acc:427490],GO:0051539
IREB2,iron responsive element binding protein 2 [Source:NCBI gene;Acc:427490],GO:0050892
ITGB2,integrin subunit beta 2 [Source:NCBI gene;Acc:396181],GO:0019901
ITGB2,integrin subunit beta 2 [Source:NCBI gene;Acc:396181],GO:0005886
ITGB2,integrin subunit beta 2 [Source:NCBI gene;Acc:396181],GO:0043315
ITGB2,integrin subunit beta 2 [Source:NCBI gene;Acc:396181],GO:0001540
ITGB2,integrin subunit beta 2 [Source:NCBI gene;Acc:396181],GO:0044853
ITGB2,integrin subunit beta 2 [Source:NCBI gene;Acc:396181],GO:0008305
ITGB2,integrin subunit beta 2 [Source:NCBI gene;Acc:396181],GO:0016477
ITGB2,integrin subunit beta 2 [Source:NCBI gene;Acc:396181],GO:0007159
ITGB2,integrin subunit beta 2 [Source:NCBI gene;Acc:396181],GO:0035987
ITGB2,integrin subunit beta 2 [Source:NCBI gene;Acc:396181],GO:0007155
ITGB2,integrin subunit beta 2 [Source:NCBI gene;Acc:396181],GO:0033627
ITGB2,integrin subunit beta 2 [Source:NCBI gene;Acc:396181],GO:0030593
ITGB2,integrin subunit beta 2 [Source:NCBI gene;Acc:396181],GO:0016020
